
Full Report
epoch=1900
numDocs=2478
numTokens=6091
numWords=870
numTopics=15

TOPIC 0  (total count=391)
SYMBOL             WORD    COUNT   PROB          Z
    6        1   0.440

jury(6) 

DOC 478
TOPIC    COUNT    PROB
----------------------
   14        1   0.440

judge(14) 

DOC 479
TOPIC    COUNT    PROB
----------------------



DOC 480
TOPIC    COUNT    PROB
----------------------



DOC 481
TOPIC    COUNT    PROB
----------------------



DOC 482
TOPIC    COUNT    PROB
----------------------
   11        1   0.440

breath(11) 

DOC 483
TOPIC    COUNT    PROB
----------------------



DOC 484
TOPIC    COUNT    PROB
----------------------
   14        1   0.440

judge(14) 

DOC 485
TOPIC    COUNT    PROB
----------------------
    6        1   0.440

jury(6) 

DOC 486
TOPIC    COUNT    PROB
----------------------



DOC 487
TOPIC    COUNT    PROB
----------------------



DOC 488
TOPIC    COUNT    PROB
----------------------
    1        1   0.314
   10        1   0.314

old(1) fury(10) 

DOC 489
TOPIC    COUNT    PROB
----------------------



DOC 490
TOPIC    COUNT    PROB
----------------------
   14        1   0.440

try(14) 

DOC 491
TOPIC    COUNT    PROB
----------------------
    9        1   0.440

whole(9) 

DOC 492
TOPIC    COUNT    PROB
----------------------
    7        1   0.440

cause(7) 

DOC 493
TOPIC    COUNT    PROB
----------------------



DOC 494
TOPIC    COUNT    PROB
----------------------



DOC 495
TOPIC    COUNT    PROB
----------------------



DOC 496
TOPIC    COUNT    PROB
----------------------



DOC 497
TOPIC    COUNT    PROB
----------------------



DOC 498
TOPIC    COUNT    PROB
----------------------
    9        1   0.314
   10        1   0.314

attending(10) severely(9) 

DOC 499
TOPIC    COUNT    PROB
----------------------
   14        1   0.440

thinking(14) 

DOC 500
TOPIC    COUNT    PROB
----------------------
   11        2   0.600

beg(11) pardon(11) 

DOC 501
TOPIC    COUNT    PROB
----------------------



DOC 502
TOPIC    COUNT    PROB
----------------------
    1        2   0.467
   10        1   0.244

cried(10) sharply(1) angrily(1) 

DOC 503
TOPIC    COUNT    PROB
----------------------
   13        2   0.600

always(13) ready(13) 

DOC 504
TOPIC    COUNT    PROB
----------------------
    4        1   0.314
   13        1   0.314

anxiously(4) help(13) 

DOC 505
TOPIC    COUNT    PROB
----------------------
    0        2   0.467
   13        1   0.244

sort(0) getting(0) walking(13) 

DOC 506
TOPIC    COUNT    PROB
----------------------
   12        3   0.689

away(12) talking(12) nonsense(12) 

DOC 507
TOPIC    COUNT    PROB
----------------------
    8        2   0.323
   12        2   0.323
    2        1   0.169

didn(2) mean(12) pleaded(12) easily(8) offended(8) 

DOC 508
TOPIC    COUNT    PROB
----------------------



DOC 509
TOPIC    COUNT    PROB
----------------------
    4        1   0.440

reply(4) 

DOC 510
TOPIC    COUNT    PROB
----------------------
    1        4   0.745

please(1) finish(1) story(1) called(1) 

DOC 511
TOPIC    COUNT    PROB
----------------------
    0        3   0.477
    1        2   0.323

others(0) joined(0) chorus(1) please(1) shook(0) 

DOC 512
TOPIC    COUNT    PROB
----------------------
    4        2   0.600

impatiently(4) walked(4) 

DOC 513
TOPIC    COUNT    PROB
----------------------
    1        4   0.547
    8        1   0.147
   10        1   0.147

pity(1) wouldn(1) stay(8) sighed(1) lory(1) soon(10) 

DOC 514
TOPIC    COUNT    PROB
----------------------
    1        2   0.280
    7        2   0.280
    0        1   0.147
    8        1   0.147

sight(0) old(1) crab(1) took(7) opportunity(7) saying(8) 

DOC 515
TOPIC    COUNT    PROB
----------------------
    1        2   0.600

ah(1) lesson(1) 

DOC 516
TOPIC    COUNT    PROB
----------------------
    1        4   0.547
    7        2   0.280

temper(1) hold(7) tongue(7) ma(1) young(1) crab(1) 

DOC 517
TOPIC    COUNT    PROB
----------------------
   14        2   0.600

enough(14) try(14) 

DOC 518
TOPIC    COUNT    PROB
----------------------
    8        2   0.467
    0        1   0.244

wish(8) dinah(8) aloud(0) 

DOC 519
TOPIC    COUNT    PROB
----------------------
    7        3   0.564
   12        1   0.200

nobody(12) particular(7) soon(7) fetch(7) 

DOC 520
TOPIC    COUNT    PROB
----------------------
    2        2   0.382
    8        1   0.200
   11        1   0.200

dinah(8) venture(11) ask(2) question(2) 

DOC 521
TOPIC    COUNT    PROB
----------------------
   14        1   0.440

lory(14) 

DOC 522
TOPIC    COUNT    PROB
----------------------
   13        4   0.745

eagerly(13) always(13) ready(13) talk(13) 

DOC 523
TOPIC    COUNT    PROB
----------------------
    8        2   0.467
    9        1   0.244

dinah(8) capital(9) mice(8) 

DOC 524
TOPIC    COUNT    PROB
----------------------
    8        1   0.314
    9        1   0.314

wish(8) birds(9) 

DOC 525
TOPIC    COUNT    PROB
----------------------
    2        1   0.314
    7        1   0.314

eat(2) soon(7) 

DOC 526
TOPIC    COUNT    PROB
----------------------
    3        1   0.244
    7        1   0.244
   12        1   0.244

speech(7) among(12) party(3) 

DOC 527
TOPIC    COUNT    PROB
----------------------
    4        2   0.382
    1        1   0.200
    7        1   0.200

birds(7) hurried(4) old(1) itself(4) 

DOC 528
TOPIC    COUNT    PROB
----------------------
    2        2   0.247
    7        2   0.247
    0        1   0.129
    3        1   0.129
   13        1   0.129

carefully(2) remarking(13) really(3) getting(0) home(7) night(2) air(7) 

DOC 529
TOPIC    COUNT    PROB
----------------------
    1        3   0.564
   14        1   0.200

doesn(14) suit(1) called(1) trembling(1) 

DOC 530
TOPIC    COUNT    PROB
----------------------
    6        2   0.382
    4        1   0.200
   10        1   0.200

children(6) away(10) dears(6) high(4) 

DOC 531
TOPIC    COUNT    PROB
----------------------
    4        2   0.382
    8        1   0.200
   10        1   0.200

moved(4) soon(10) left(4) alone(8) 

DOC 532
TOPIC    COUNT    PROB
----------------------
    8        5   0.785

wish(8) hadn(8) mentioned(8) dinah(8) melancholy(8) 

DOC 533
TOPIC    COUNT    PROB
----------------------
   12        3   0.564
    6        1   0.200

nobody(12) seems(12) sure(6) best(12) 

DOC 534
TOPIC    COUNT    PROB
----------------------
    2        2   0.382
    4        1   0.200
    8        1   0.200

world(2) dinah(8) wonder(2) ever(4) 

DOC 535
TOPIC    COUNT    PROB
----------------------
    3        1   0.314
   11        1   0.314

cry(11) felt(3) 

DOC 536
TOPIC    COUNT    PROB
----------------------
    2        2   0.467
   11        1   0.244

low(2) while(11) however(2) 

DOC 537
TOPIC    COUNT    PROB
----------------------
    4        2   0.600

pattering(4) distance(4) 

DOC 538
TOPIC    COUNT    PROB
----------------------
    4        2   0.280
    7        2   0.280
    2        1   0.147
   13        1   0.147

eagerly(13) half(4) hoping(4) changed(2) mind(7) coming(7) 

DOC 539
TOPIC    COUNT    PROB
----------------------
    1        1   0.314
    3        1   0.314

finish(3) story(1) 

DOC 540
TOPIC    COUNT    PROB
----------------------
    9        1   0.440

bill(9) 

DOC 541
TOPIC    COUNT    PROB
----------------------
   11        1   0.440

slowly(11) 

DOC 542
TOPIC    COUNT    PROB
----------------------
    2        2   0.467
    4        1   0.244

anxiously(4) lost(2) something(2) 

DOC 543
TOPIC    COUNT    PROB
----------------------
    4        3   0.689

muttering(4) itself(4) paws(4) 

DOC 544
TOPIC    COUNT    PROB
----------------------
    0        2   0.382
    6        1   0.200
   10        1   0.200

fur(0) whiskers(0) executed(10) sure(6) 

DOC 545
TOPIC    COUNT    PROB
----------------------
   14        2   0.382
    0        1   0.200
    7        1   0.200

where(14) dropped(7) wonder(0) guessed(14) 

DOC 546
TOPIC    COUNT    PROB
----------------------
    7        4   0.745

fan(7) pair(7) kid(7) gloves(7) 

DOC 547
TOPIC    COUNT    PROB
----------------------
   10        1   0.440

hunting(10) 

DOC 548
TOPIC    COUNT    PROB
----------------------
    2        1   0.169
    3        1   0.169
    6        1   0.169
   12        1   0.169
   13        1   0.169

seen(12) everything(3) changed(2) since(13) swim(6) 

DOC 549
TOPIC    COUNT    PROB
----------------------
   13        2   0.382
    8        1   0.200
   10        1   0.200

pool(8) hall(10) glass(13) table(13) 

DOC 550
TOPIC    COUNT    PROB
----------------------
    2        1   0.440

vanished(2) 

DOC 551
TOPIC    COUNT    PROB
----------------------
   10        3   0.689

soon(10) noticed(10) hunting(10) 

DOC 552
TOPIC    COUNT    PROB
----------------------
    7        4   0.631
    1        1   0.169

called(1) angry(7) mary(7) ann(7) doing(7) 

DOC 553
TOPIC    COUNT    PROB
----------------------
    7        6   0.813

run(7) home(7) fetch(7) pair(7) gloves(7) fan(7) 

DOC 554
TOPIC    COUNT    PROB
----------------------
    3        1   0.314
   11        1   0.314

frightened(3) ran(11) 

DOC 555
TOPIC    COUNT    PROB
----------------------
    8        2   0.382
    3        1   0.200
   12        1   0.200

direction(8) trying(8) explain(12) mistake(3) 

DOC 556
TOPIC    COUNT    PROB
----------------------



DOC 557
TOPIC    COUNT    PROB
----------------------
    7        1   0.314
   11        1   0.314

took(7) ran(11) 

DOC 558
TOPIC    COUNT    PROB
----------------------
    1        2   0.382
    3        1   0.200
   13        1   0.200

surprised(3) am(1) better(1) take(13) 

DOC 559
TOPIC    COUNT    PROB
----------------------
    7        2   0.467
   12        1   0.244

fan(7) gloves(7) find(12) 

DOC 560
TOPIC    COUNT    PROB
----------------------
    8        1   0.314
   12        1   0.314

house(8) bright(12) 

DOC 561
TOPIC    COUNT    PROB
----------------------
    2        2   0.600

plate(2) name(2) 

DOC 562
TOPIC    COUNT    PROB
----------------------
   10        2   0.467
    6        1   0.244

knocking(10) hurried(10) fear(6) 

DOC 563
TOPIC    COUNT    PROB
----------------------
    7        2   0.323
    9        2   0.323
    8        1   0.169

real(9) mary(7) ann(7) turned(9) house(8) 

DOC 564
TOPIC    COUNT    PROB
----------------------
    7        2   0.600

fan(7) gloves(7) 

DOC 565
TOPIC    COUNT    PROB
----------------------
    3        1   0.314
   12        1   0.314

queer(3) seems(12) 

DOC 566
TOPIC    COUNT    PROB
----------------------
    8        2   0.600

suppose(8) dinah(8) 

DOC 567
TOPIC    COUNT    PROB
----------------------
    6        1   0.244
   10        1   0.244
   12        1   0.244

sort(10) happen(6) miss(12) 

DOC 568
TOPIC    COUNT    PROB
----------------------
    7        3   0.564
   13        1   0.200

ready(13) walk(7) coming(7) minute(7) 

DOC 569
TOPIC    COUNT    PROB
----------------------
    6        1   0.314
   12        1   0.314

nurse(12) doesn(6) 

DOC 570
TOPIC    COUNT    PROB
----------------------
    8        3   0.689

dinah(8) stop(8) house(8) 

DOC 571
TOPIC    COUNT    PROB
----------------------
    2        1   0.440

people(2) 

DOC 572
TOPIC    COUNT    PROB
----------------------
   10        1   0.314
   13        1   0.314

room(10) table(13) 

DOC 573
TOPIC    COUNT    PROB
----------------------
    7        1   0.314
    8        1   0.314

window(8) fan(7) 

DOC 574
TOPIC    COUNT    PROB
----------------------
    7        7   0.835

tiny(7) kid(7) gloves(7) took(7) fan(7) pair(7) gloves(7) 

DOC 575
TOPIC    COUNT    PROB
----------------------
   10        4   0.745

leave(10) room(10) eye(10) fell(10) 

DOC 576
TOPIC    COUNT    PROB
----------------------
   13        3   0.564
    2        1   0.200

bottle(2) stood(13) near(13) glass(13) 

DOC 577
TOPIC    COUNT    PROB
----------------------
    2        1   0.314
    5        1   0.314

words(5) drink(2) 

DOC 578
TOPIC    COUNT    PROB
----------------------
    6        3   0.564
    2        1   0.200

something(2) interesting(6) sure(6) happen(6) 

DOC 579
TOPIC    COUNT    PROB
----------------------
    2        2   0.467
    7        1   0.244

eat(2) drink(2) anything(7) 

DOC 580
TOPIC    COUNT    PROB
----------------------
    2        1   0.169
    3        1   0.169
    6        1   0.169
    7        1   0.169
    8        1   0.169

bottle(2) does(6) hope(7) grow(8) really(3) 

DOC 581
TOPIC    COUNT    PROB
----------------------
    1        1   0.244
    7        1   0.244
   10        1   0.244

tired(1) being(10) tiny(7) 

DOC 582
TOPIC    COUNT    PROB
----------------------
    3        1   0.440

indeed(3) 

DOC 583
TOPIC    COUNT    PROB
----------------------
    2        1   0.244
   10        1   0.244
   12        1   0.244

half(12) bottle(2) against(10) 

DOC 584
TOPIC    COUNT    PROB
----------------------
    0        1   0.200
    5        1   0.200
    8        1   0.200
   11        1   0.200

neck(0) being(8) broken(5) hastily(11) 

DOC 585
TOPIC    COUNT    PROB
----------------------
    8        2   0.323
    2        1   0.169
   12        1   0.169
   13        1   0.169

bottle(2) saying(8) enough(12) hope(8) shan(13) 

DOC 586
TOPIC    COUNT    PROB
----------------------
    8        3   0.689

grow(8) wish(8) hadn(8) 

DOC 587
TOPIC    COUNT    PROB
----------------------



DOC 588
TOPIC    COUNT    PROB
----------------------
   13        3   0.477
    8        2   0.323

alas(13) late(8) wish(8) growing(13) growing(13) 

DOC 589
TOPIC    COUNT    PROB
----------------------
    7        3   0.564
   12        1   0.200

soon(7) floor(12) another(7) minute(7) 

DOC 590
TOPIC    COUNT    PROB
----------------------
   10        3   0.564
    2        1   0.200

room(10) tried(10) effect(2) lying(10) 

DOC 591
TOPIC    COUNT    PROB
----------------------
   10        3   0.689

elbow(10) against(10) arm(10) 

DOC 592
TOPIC    COUNT    PROB
----------------------
   13        2   0.467
   10        1   0.244

still(13) growing(13) arm(10) 

DOC 593
TOPIC    COUNT    PROB
----------------------
   12        3   0.689

window(12) foot(12) chimney(12) 

DOC 594
TOPIC    COUNT    PROB
----------------------
    9        2   0.467
   14        1   0.244

whatever(9) happens(14) become(9) 

DOC 595
TOPIC    COUNT    PROB
----------------------
    2        2   0.467
    3        1   0.244

bottle(2) full(3) effect(2) 

DOC 596
TOPIC    COUNT    PROB
----------------------
    8        1   0.244
   12        1   0.244
   13        1   0.244

larger(8) still(13) uncomfortable(12) 

DOC 597
TOPIC    COUNT    PROB
----------------------
   10        3   0.477
    0        2   0.323

sort(10) chance(0) ever(10) getting(0) room(10) 

DOC 598
TOPIC    COUNT    PROB
----------------------
    0        1   0.314
    3        1   0.314

wonder(0) felt(3) 

DOC 599
TOPIC    COUNT    PROB
----------------------
    1        1   0.314
    7        1   0.314

home(7) wasn(1) 

DOC 600
TOPIC    COUNT    PROB
----------------------
    8        4   0.482
   13        3   0.365

always(13) growing(13) larger(8) smaller(8) being(8) ordered(13) mice(8) 

DOC 601
TOPIC    COUNT    PROB
----------------------
    8        5   0.785

almost(8) wish(8) hadn(8) gone(8) hole(8) 

DOC 602
TOPIC    COUNT    PROB
----------------------
    2        2   0.323
    3        2   0.323
    4        1   0.169

rather(4) curious(3) sort(2) life(3) wonder(2) 

DOC 603
TOPIC    COUNT    PROB
----------------------
    5        2   0.467
    1        1   0.244

happened(1) used(5) read(5) 

DOC 604
TOPIC    COUNT    PROB
----------------------
    1        3   0.564
    5        1   0.200

kind(1) happened(1) am(1) middle(5) 

DOC 605
TOPIC    COUNT    PROB
----------------------
    2        2   0.382
    9        2   0.382

ought(2) book(9) written(9) ought(2) 

DOC 606
TOPIC    COUNT    PROB
----------------------
    2        1   0.200
    6        1   0.200
    8        1   0.200
   11        1   0.200

grow(8) write(2) grown(11) added(6) 

DOC 607
TOPIC    COUNT    PROB
----------------------
    8        1   0.244
   10        1   0.244
   12        1   0.244

least(12) room(10) grow(8) 

DOC 608
TOPIC    COUNT    PROB
----------------------
    1        1   0.440

am(1) 

DOC 609
TOPIC    COUNT    PROB
----------------------
    1        1   0.440

old(1) 

DOC 610
TOPIC    COUNT    PROB
----------------------
   14        3   0.564
   13        1   0.200

always(13) lessons(14) learn(14) shouldn(14) 

DOC 611
TOPIC    COUNT    PROB
----------------------
   14        2   0.600

answered(14) learn(14) 

DOC 612
TOPIC    COUNT    PROB
----------------------
   10        2   0.382
   14        2   0.382

lessons(14) hardly(14) room(10) room(10) 

DOC 613
TOPIC    COUNT    PROB
----------------------
    1        1   0.440

lesson(1) 

DOC 614
TOPIC    COUNT    PROB
----------------------
    7        3   0.689

taking(7) side(7) making(7) 

DOC 615
TOPIC    COUNT    PROB
----------------------
   11        4   0.745

conversation(11) altogether(11) few(11) minutes(11) 

DOC 616
TOPIC    COUNT    PROB
----------------------
    2        1   0.244
    9        1   0.244
   12        1   0.244

outside(9) stopped(2) listen(12) 

DOC 617
TOPIC    COUNT    PROB
----------------------
    7        6   0.813

mary(7) ann(7) mary(7) ann(7) fetch(7) gloves(7) 

DOC 618
TOPIC    COUNT    PROB
----------------------
    4        3   0.564
    6        1   0.200

pattering(4) feet(4) stairs(4) knew(6) 

DOC 619
TOPIC    COUNT    PROB
----------------------
   11        2   0.467
    4        1   0.244

coming(11) till(11) shook(4) 

DOC 620
TOPIC    COUNT    PROB
----------------------
   13        3   0.689

house(13) forgetting(13) times(13) 

DOC 621
TOPIC    COUNT    PROB
----------------------
    8        1   0.314
   14        1   0.314

reason(14) afraid(8) 

DOC 622
TOPIC    COUNT    PROB
----------------------
   10        2   0.600

tried(10) open(10) 

DOC 623
TOPIC    COUNT    PROB
----------------------
   10        4   0.631
    2        1   0.169

opened(10) elbow(10) pressed(2) hard(10) against(10) 

DOC 624
TOPIC    COUNT    PROB
----------------------
    4        1   0.440

itself(4) 

DOC 625
TOPIC    COUNT    PROB
----------------------
    8        1   0.440

window(8) 

DOC 626
TOPIC    COUNT    PROB
----------------------
    9        1   0.314
   11        1   0.314

waiting(9) till(11) 

DOC 627
TOPIC    COUNT    PROB
----------------------
   12        3   0.564
   10        1   0.200

under(10) window(12) suddenly(12) spread(12) 

DOC 628
TOPIC    COUNT    PROB
----------------------
    7        4   0.745

hand(7) air(7) hold(7) anything(7) 

DOC 629
TOPIC    COUNT    PROB
----------------------
   13        4   0.631
   11        1   0.169

shriek(11) fall(13) crash(13) broken(13) glass(13) 

DOC 630
TOPIC    COUNT    PROB
----------------------
   10        1   0.440

fallen(10) 

DOC 631
TOPIC    COUNT    PROB
----------------------
    2        2   0.600

something(2) sort(2) 

DOC 632
TOPIC    COUNT    PROB
----------------------
   14        4   0.745

angry(14) pat(14) pat(14) where(14) 

DOC 633
TOPIC    COUNT    PROB
----------------------
    5        1   0.314
    6        1   0.314

sure(6) digging(5) 

DOC 634
TOPIC    COUNT    PROB
----------------------
    6        2   0.600

yer(6) honour(6) 

DOC 635
TOPIC    COUNT    PROB
----------------------
    1        3   0.689

digging(1) indeed(1) angrily(1) 

DOC 636
TOPIC    COUNT    PROB
----------------------
   13        4   0.745

help(13) sounds(13) broken(13) glass(13) 

DOC 637
TOPIC    COUNT    PROB
----------------------
    8        1   0.314
   14        1   0.314

pat(14) window(8) 

DOC 638
TOPIC    COUNT    PROB
----------------------
    6        4   0.745

sure(6) arm(6) yer(6) honour(6) 

DOC 639
TOPIC    COUNT    PROB
----------------------
    4        2   0.323
    0        1   0.169
    3        1   0.169
    6        1   0.169

arm(6) ever(4) saw(4) size(0) whole(3) 

DOC 640
TOPIC    COUNT    PROB
----------------------
    8        1   0.440

window(8) 

DOC 641
TOPIC    COUNT    PROB
----------------------
    6        5   0.785

sure(6) does(6) yer(6) honour(6) arm(6) 

DOC 642
TOPIC    COUNT    PROB
----------------------
   13        3   0.564
   12        1   0.200

business(13) rate(13) take(13) away(12) 

DOC 643
TOPIC    COUNT    PROB
----------------------
    2        1   0.314
   11        1   0.314

silence(11) hear(2) 

DOC 644
TOPIC    COUNT    PROB
----------------------
    6        3   0.689

sure(6) yer(6) honour(6) 

DOC 645
TOPIC    COUNT    PROB
----------------------
   12        1   0.440

spread(12) 

DOC 646
TOPIC    COUNT    PROB
----------------------
    7        2   0.467
   10        1   0.244

hand(7) another(10) air(7) 

DOC 647
TOPIC    COUNT    PROB
----------------------
   13        4   0.745

sounds(13) broken(13) glass(13) number(13) 

DOC 648
TOPIC    COUNT    PROB
----------------------
    2        1   0.440

wonder(2) 

DOC 649
TOPIC    COUNT    PROB
----------------------
    8        2   0.600

window(8) wish(8) 

DOC 650
TOPIC    COUNT    PROB
----------------------
   14        2   0.382
    6        1   0.200
    8        1   0.200

sure(6) want(14) stay(8) longer(14) 

DOC 651
TOPIC    COUNT    PROB
----------------------
   11        2   0.467
    0        1   0.244

waited(11) hearing(11) anything(0) 

DOC 652
TOPIC    COUNT    PROB
----------------------
   14        2   0.467
    1        1   0.244

sound(14) many(14) voices(1) 

DOC 653
TOPIC    COUNT    PROB
----------------------
   14        2   0.382
    5        1   0.200
   12        1   0.200

talking(12) together(14) words(5) where(14) 

DOC 654
TOPIC    COUNT    PROB
----------------------
    9        3   0.564
    8        1   0.200

hadn(8) bring(9) bill(9) bill(9) 

DOC 655
TOPIC    COUNT    PROB
----------------------
    4        2   0.382
    2        1   0.200
    7        1   0.200

fetch(7) em(4) corner(2) em(4) 

DOC 656
TOPIC    COUNT    PROB
----------------------
    4        3   0.477
    8        1   0.169
   12        1   0.169

together(4) reach(8) half(4) high(4) enough(12) 

DOC 657
TOPIC    COUNT    PROB
----------------------
    7        4   0.631
    9        1   0.169

enough(7) particular(7) bill(9) catch(7) hold(7) 

DOC 658
TOPIC    COUNT    PROB
----------------------
    7        2   0.382
   11        2   0.382

roof(7) mind(7) slate(11) coming(11) 

DOC 659
TOPIC    COUNT    PROB
----------------------
    1        1   0.169
    2        1   0.169
    9        1   0.169
   10        1   0.169
   13        1   0.169

heads(1) below(10) loud(2) crash(13) bill(9) 

DOC 660
TOPIC    COUNT    PROB
----------------------
   10        1   0.244
   12        1   0.244
   13        1   0.244

fancy(10) chimney(12) shan(13) 

DOC 661
TOPIC    COUNT    PROB
----------------------
    9        2   0.467
    8        1   0.244

bill(9) bill(9) master(8) 

DOC 662
TOPIC    COUNT    PROB
----------------------
   12        1   0.440

chimney(12) 

DOC 663
TOPIC    COUNT    PROB
----------------------
    9        1   0.314
   12        1   0.314

bill(9) chimney(12) 

DOC 664
TOPIC    COUNT    PROB
----------------------
    9        2   0.382
    1        1   0.200
    3        1   0.200

seem(9) everything(3) bill(9) wouldn(1) 

DOC 665
TOPIC    COUNT    PROB
----------------------
    4        1   0.200
    6        1   0.200
    9        1   0.200
   14        1   0.200

bill(9) place(4) deal(14) sure(6) 

DOC 666
TOPIC    COUNT    PROB
----------------------
    8        1   0.440

kick(8) 

DOC 667
TOPIC    COUNT    PROB
----------------------
   12        3   0.477
   11        2   0.323

drew(11) foot(12) far(12) chimney(12) waited(11) 

DOC 668
TOPIC    COUNT    PROB
----------------------
    0        3   0.564
   11        1   0.200

till(11) couldn(0) guess(0) sort(0) 

DOC 669
TOPIC    COUNT    PROB
----------------------
    0        2   0.467
   12        1   0.244

chimney(12) close(0) above(0) 

DOC 670
TOPIC    COUNT    PROB
----------------------
    8        2   0.280
    9        2   0.280
   10        1   0.147
   11        1   0.147

saying(8) bill(9) gave(9) sharp(10) kick(8) waited(11) 

DOC 671
TOPIC    COUNT    PROB
----------------------
    6        1   0.440

happen(6) 

DOC 672
TOPIC    COUNT    PROB
----------------------
    3        3   0.564
    9        1   0.200

general(3) chorus(3) goes(3) bill(9) 

DOC 673
TOPIC    COUNT    PROB
----------------------
    7        2   0.600

along(7) catch(7) 

DOC 674
TOPIC    COUNT    PROB
----------------------
    7        2   0.323
   11        2   0.323
    5        1   0.169

silence(11) another(7) confusion(11) voices(5) hold(7) 

DOC 675
TOPIC    COUNT    PROB
----------------------
    1        3   0.689

old(1) fellow(1) happened(1) 

DOC 676
TOPIC    COUNT    PROB
----------------------



DOC 677
TOPIC    COUNT    PROB
----------------------
    9        1   0.440

bill(9) 

DOC 678
TOPIC    COUNT    PROB
----------------------
    1        1   0.244
    6        1   0.244
   14        1   0.244

hardly(14) thank(6) better(1) 

DOC 679
TOPIC    COUNT    PROB
----------------------
    2        1   0.314
   11        1   0.314

deal(11) something(2) 

DOC 680
TOPIC    COUNT    PROB
----------------------
    3        1   0.244
    9        1   0.244
   12        1   0.244

box(9) goes(3) sky(12) 

DOC 681
TOPIC    COUNT    PROB
----------------------
    1        2   0.467
    0        1   0.244

old(1) fellow(1) others(0) 

DOC 682
TOPIC    COUNT    PROB
----------------------
    1        1   0.314
    8        1   0.314

house(8) called(1) 

DOC 683
TOPIC    COUNT    PROB
----------------------
    2        2   0.467
    8        1   0.244

loud(2) set(2) dinah(8) 

DOC 684
TOPIC    COUNT    PROB
----------------------
   11        2   0.467
    4        1   0.244

dead(11) silence(11) instantly(4) 

DOC 685
TOPIC    COUNT    PROB
----------------------
   13        2   0.467
    0        1   0.244

wonder(0) sense(13) take(13) 

DOC 686
TOPIC    COUNT    PROB
----------------------
    7        3   0.689

roof(7) minute(7) moving(7) 

DOC 687
TOPIC    COUNT    PROB
----------------------
    1        1   0.440

begin(1) 

DOC 688
TOPIC    COUNT    PROB
----------------------
   14        1   0.440

doubt(14) 

DOC 689
TOPIC    COUNT    PROB
----------------------



DOC 690
TOPIC    COUNT    PROB
----------------------
    8        2   0.467
   14        1   0.244

window(8) face(14) stop(8) 

DOC 691
TOPIC    COUNT    PROB
----------------------
    1        1   0.314
   13        1   0.314

shouted(1) better(13) 

DOC 692
TOPIC    COUNT    PROB
----------------------
   11        2   0.467
   10        1   0.244

another(10) dead(11) silence(11) 

DOC 693
TOPIC    COUNT    PROB
----------------------
   10        2   0.467
    6        1   0.244

noticed(10) surprise(10) turning(6) 

DOC 694
TOPIC    COUNT    PROB
----------------------
   12        4   0.631
   13        1   0.169

cakes(12) lay(13) floor(12) bright(12) idea(12) 

DOC 695
TOPIC    COUNT    PROB
----------------------
    2        1   0.200
    5        1   0.200
    6        1   0.200
   12        1   0.200

eat(2) these(5) cakes(12) sure(6) 

DOC 696
TOPIC    COUNT    PROB
----------------------
    0        1   0.200
    2        1   0.200
    3        1   0.200
    8        1   0.200

change(3) size(0) possibly(2) larger(8) 

DOC 697
TOPIC    COUNT    PROB
----------------------
    8        2   0.600

smaller(8) suppose(8) 

DOC 698
TOPIC    COUNT    PROB
----------------------
   12        2   0.600

cakes(12) find(12) 

DOC 699
TOPIC    COUNT    PROB
----------------------
    7        2   0.323
   13        2   0.323
   12        1   0.169

shrinking(7) soon(7) small(13) enough(12) through(13) 

DOC 700
TOPIC    COUNT    PROB
----------------------
   10        1   0.244
   11        1   0.244
   13        1   0.244

ran(11) house(13) crowd(10) 

DOC 701
TOPIC    COUNT    PROB
----------------------
    9        6   0.813

animals(9) birds(9) waiting(9) outside(9) lizard(9) bill(9) 

DOC 702
TOPIC    COUNT    PROB
----------------------
    4        2   0.323
    5        2   0.323
    8        1   0.169

middle(4) being(8) held(4) guinea(5) pigs(5) 

DOC 703
TOPIC    COUNT    PROB
----------------------
    2        2   0.600

something(2) bottle(2) 

DOC 704
TOPIC    COUNT    PROB
----------------------
    7        2   0.382
   10        2   0.382

appeared(7) ran(10) hard(10) soon(7) 

DOC 705
TOPIC    COUNT    PROB
----------------------
    5        1   0.440

wood(5) 

DOC 706
TOPIC    COUNT    PROB
----------------------



DOC 707
TOPIC    COUNT    PROB
----------------------
    5        2   0.382
    1        1   0.200
    8        1   0.200

wood(5) grow(8) size(5) second(1) 

DOC 708
TOPIC    COUNT    PROB
----------------------
   13        2   0.600

find(13) garden(13) 

